コメント,ラベル
"この映画は素晴らしかったです",0
"サービスが非常に良かったです",0
"この製品は期待以上でした",0
"会社の方針に満足しています",0
"スタッフの態度が素晴らしいです",0
"商品の品質が高いです",0
"このレストランの料理は美味しいです",0
"快適な体験でした",0
"このイベントは成功でした",0
"この本は面白かったです",0
"配送が迅速で満足しています",0
"このアプリは使いやすいです",0
"商品の価格が手頃です",0
"サポートの対応が良いです",0
"この場所は綺麗です",0
"バッテリーの持ちが良いです",0
"広告が興味深くて好きです",0
"この車は信頼できるです",0
"音質が良くて聞きやすいです",0
"このゲームは面白いです",0
"このショップの品揃えが豊富です",0
"この服はサイズが合っています",0
"ホテルの清潔さに満足しています",0
"このウェブサイトの機能が便利です",0
"このスマートフォンは安定しています",0
"料金が透明で分かりやすいです",0
"パフォーマンスは期待以上でした",0
"このコーヒーは美味しいです",0
"このアプリは情報が新しいです",0
"このソフトウェアは安定しています",0
"このテレビの画質が良いです",0
"このホームページのデザインが見やすいです",0
"この椅子は快適です",0
"このサービスは価値があります",0
"このパッケージは綺麗でした",0
"音楽が心地良いです",0
"このレポートは内容が充実しています",0
"食材が新鮮で美味しいです",0
"このアカウントのセキュリティはしっかりしています",0
"このツールは使いやすいインターフェースです",0
"このサービスは速くて使いやすいです",0
"この経験は楽しくて充実していました",0
"この会社の評判は良いです",0
"このバッグの品質が高いです",0
"この映画のストーリーは感動的でした",0
"このウェブサイトは信頼できるです",0
"このレストランの衛生状態が良いです",0
"この商品は耐久性があります",0
"この映画は心温まるストーリーでした",0
"この曲は心を癒します",0
"このアプリは便利な機能がたくさんあります",0
"このテレビ番組は面白いです",0
"この場所はアクセスが便利です",0
"この商品は使いやすくて助かります",0
"このウェブサイトの情報は役に立ちます",0
"この本はたくさんの知識が詰まっています",0
"このスマートフォンは高性能です",0
"このコンサートは感動的でした",0
"このホテルのサービスは素晴らしいです",0
"このゲームはやり応えがあります",0
"このショップの接客は丁寧です",0
"このパソコンは速くて快適です",0
"この料理は味付けが絶妙です",0
"このサービスは安全性が高いです",0
"この車は燃費が良いです",0
"この家具はデザインがおしゃれです",0
"このコンサートの演奏は素晴らしいです",0
"このイベントは楽しい企画がたくさんあります",0
"このアプリの使い方は簡単です",0
"この商品は頑丈で長持ちします",0
"この映画の演技は素晴らしいです",0
"このスポーツの試合は熱戦でした",0
"このウェブサイトのデザインは洗練されています",0
"この料理はヘルシーで美味しいです",0
"この本は感動的なストーリーです",0
"このサービスは使い勝手が良いです",0
"このビデオゲームはグラフィックが美しいです",0
"このショップのセールはお得です",0
"このホテルのロケーションは最高です",0
"この音楽は心地良いリズムです",0
"このアプリはプライバシー保護がしっかりしています",0
"このイベントは楽しい雰囲気でした",0
"この車は快適な乗り心地です",0
"この料理は見た目も美しいです",0
"このサービスは信頼性が高いです",0
"このゲームは戦略性があって面白いです",0
"このウェブサイトは使いやすいナビゲーションです",0
"この本は興味深い情報が詰まっています",0
"この商品は優れた機能があります",0
"この映画の映像美が素晴らしいです",0
"このスポーツは健康促進に良いです",0
"このアプリは頼りになる情報源です",0
"このビデオゲームはユーザーの声を重視しています",0
"このショップのサービスは親切丁寧です",0
"このホテルの設備は充実しています",0
"この音楽は感情を豊かにします",0
"このイベントは楽しい体験ができました",0
"この車は燃費が経済的です",0
"この料理はバランスの取れた味付けです",0
"このサービスは使い勝手が良くて助かります",0
"このゲームはワクワク感があります",0
"このウェブサイトは安全性が高いです",0
"この本は洞察に満ちた内容です",0
"コメント",0
"この映画は感動的でした",0
"サービスが素晴らしかったです",0
"この製品は期待を上回りました",0
"会社の方針に満足しています",0
"スタッフの態度が素晴らしいです",0
"商品の品質が優れています",0
"このレストランの料理は絶品です",0
"快適な体験でした",0
"このイベントは成功裏に終わりました",0
"この本は面白くて読み応えがあります",0
"配送が迅速で満足しています",0
"このアプリは使いやすくて便利です",0
"商品の価格が手ごろです",0
"サポートの対応が良好です",0
"この場所は清潔で快適です",0
"バッテリーの持ちが良いです",0
"広告が興味深くて魅力的です",0
"この車は信頼できるです",0
"音質が良くてクリアです",0
"このゲームは楽しくてハマります",0
"このショップの品揃えが豊富です",0
"この服はサイズがぴったりです",0
"ホテルの清潔さに満足しています",0
"このウェブサイトの機能が便利です",0
"このスマートフォンは安定しています",0
"料金が透明で理解しやすいです",0
"パフォーマンスは期待以上でした",0
"このコーヒーは美味しいです",0
"このアプリは最新の情報を提供しています",0
"このソフトウェアは安定しています",0
"このテレビの画質が優れています",0
"このホームページのデザインが見やすいです",0
"この椅子は快適で座り心地が良いです",0
"このサービスは価値があります",0
"このパッケージは綺麗に梱包されていました",0
"音楽が心地良くてリラックスできます",0
"このレポートは充実した内容です",0
"食材が新鮮で美味しさが際立っています",0
"このアカウントのセキュリティはしっかりしています",0
"このツールは使いやすいインターフェースです",0
"このサービスは速くて便利です",0
"この経験は楽しい時間でした",0
"この会社の評判は良好です",0
"このバッグの品質は優れています",0
"この映画のストーリーは感動的でした",0
"このウェブサイトは信頼性が高いです",0
"このレストランの衛生状態は良好です",0
"この商品は耐久性があります",0
"この映画は心温まるストーリーです",0
"この曲は心を和ませます",0
"このアプリは便利な機能がたくさんあります",0
"このテレビ番組は面白くて楽しめます",0
"この場所はアクセスが便利です",0
"この商品は使いやすくて重宝します",0
"このウェブサイトの情報は役に立ちます",0
"この本は豊富な知識が詰まっています",0
"これは悪いコメントです",2
"もう、最悪",2
"この映画は最悪でした",2
"サービスが非常に悪かったです",2
"この映画はつまらないです", 2
"サービスが最悪でした", 2
"この製品は使い物になりません", 2
"会社の方針に不満しかありません", 2
"スタッフの態度がひどすぎます", 2
"商品の品質が低すぎます", 2
"このレストランの料理はまずいです", 2
"不快な体験でした", 2
"このイベントは失敗しました", 2
"この本はつまらない内容です", 2
"配送が遅くて不便です", 2
"このアプリは使いづらすぎます", 2
"商品の価格が高すぎます", 2
"サポートの対応が最悪です", 2
"この場所は汚いです", 2
"電話のバッテリーがすぐに切れます", 2
"広告がうるさいです", 2
"この車は信頼性が低いです", 2
"音質が悪くて聞き取りづらいです", 2
"このゲームはつまらないです", 2
"このショップの品揃えが少なすぎます", 2
"この服はサイズが合いません", 2
"ホテルの清潔さに問題があります", 2
"このウェブサイトの機能が動かないです", 2
"このスマートフォンは故障しやすいです", 2
"料金が不透明でわかりにくいです", 2
"このパフォーマンスは期待外れです", 2
"このコーヒーはまずいです", 2
"このアプリは情報が古いです", 2
"このソフトウェアはバグが多いです", 2
"このテレビの画質が悪いです", 2
"このホームページのデザインが見づらいです", 2
"この椅子は不快です", 2
"このサービスは利用価値がありません", 2
"このパッケージは破損しています", 2
"この音楽は耳障りです", 2
"このレポートは内容が薄いです", 2
"この食材は新鮮ではありません", 2
"このアカウントのセキュリティは脆弱です", 2
"このツールは使いづらいインターフェースです", 2
"このサービスは遅すぎて使い物になりません", 2
"この経験はストレスがたまるばかりです", 2
"この会社の評判は悪いです", 2
"このバッグの品質が低いです", 2
"この映画のストーリーは理解できません", 2
"このウェブサイトは信頼性がないです", 2
"このレストランの衛生状態が悪いです", 2
"この商品は壊れやすいです", 2
"この製品は期待外れでした",2
"会社の方針に不満を感じます",2
"スタッフの態度がひどいです",2
"商品の品質が低いです",2
"このレストランの料理はまずいです",2
"非常に不快な体験でした",2
"このイベントは失敗でした",2
"この本はつまらなかったです",2
"配送が遅くてイライラします",2
"このアプリは使いづらいです",2
"商品の価格が高すぎます",2
"サポートの対応が悪いです",2
"この場所は汚いです",2
"電話のバッテリーがすぐに切れます",2
"広告がうるさくて嫌です",2
"この車は信頼性がないです",2
"音質が悪くて聞き取りづらいです",2
"このゲームはつまらないです",2
"このショップの品揃えが少ないです",2
"この服はサイズが合わないです",2
"ホテルの清潔さに問題があります",2
"このウェブサイトの機能が動かないです",2
"このスマートフォンは故障しやすいです",2
"料金が不透明でわかりにくいです",2
"このパフォーマンスは期待外れでした",2
"このコーヒーはまずいです",2
"このアプリは情報が古いです",2
"このソフトウェアはバグが多いです",2
"このテレビの画質が悪いです",2
"このホームページのデザインが見づらいです",2
"この椅子は不快です",2
"このサービスは利用価値がありません",2
"このパッケージは破損していました",2
"この音楽は耳障りです",2
"このレポートは内容が薄いです",2
"この食材は新鮮ではありません",2
"このアカウントのセキュリティは脆弱です",2
"このツールは使いづらいインターフェースです",2
"このサービスは遅すぎて使い物になりません",2
"この経験はストレスがたまるばかりでした",2
"この会社の評判は悪いです",2
"このバッグの品質が低いです",2
"この映画のストーリーは理解できませんでした",2
"このウェブサイトは信頼性がないです",2
"このレストランの衛生状態が悪いです",2
"この商品は壊れやすいです",2
"この映画はつまらない内容です",2
"サービスが最悪でした",2
"この製品は使い物になりません",2
"会社の方針に不満しかありません",2
"スタッフの態度がひどすぎます",2
"商品の品質が低すぎます",2
"このレストランの料理はまずいです",2
"不快な体験でした",2
"このイベントは失敗しました",2
"この本はつまらない内容です",2
"配送が遅くて不便です",2
"このアプリは使いづらすぎます",2
"商品の価格が高すぎます",2
"サポートの対応が最悪です",2
"この場所は汚いです",2
"電話のバッテリーがすぐに切れます",2
"広告がうるさいです",2
"この車は信頼性が低いです",2
"音質が悪くて聞き取りづらいです",2
"このゲームはつまらないです",2
"このショップの品揃えが少なすぎます",2
"この服はサイズが合いません",2
"ホテルの清潔さに問題があります",2
"このウェブサイトの機能が動かないです",2
"このスマートフォンは故障しやすいです",2
"料金が不透明でわかりにくいです",2


"この映画は普通でした",1
"サービスはまあまあでした",1
"この製品は期待通りでした",1
"会社の方針に特に感じることはありません",1
"スタッフの態度は普通です",1
"商品の品質は普通です",1
"このレストランの料理は普通です",1
"特に不快な体験ではありませんでした",1
"このイベントは普通でした",1
"この本は普通でした",1
"配送は普通に届きました",1
"このアプリは普通に使えます",1
"商品の価格は普通です",1
"サポートの対応は普通です",1
"この場所は普通です",1
"電話のバッテリーは普通です",1
"広告は特に気になりません",1
"この車は普通の信頼性です",1
"音質は普通で聞き取りやすいです",1
"このゲームは普通です",1
"このショップの品揃えは普通です",1
"この服は普通のサイズです",1
"ホテルの清潔さに問題はありません",1
"このウェブサイトの機能は普通に動作します",1
"このスマートフォンは普通に使えます",1
"料金は普通に理解できます",1
"このパフォーマンスは普通でした",1
"このコーヒーは普通です",1
"このアプリの情報は普通に更新されています",1
"このソフトウェアは普通に動作します",1
"このテレビの画質は普通です",1
"このホームページのデザインは普通です",1
"この椅子は普通です",1
"このサービスは普通の利用価値があります",1
"このパッケージは普通に届きました",1
"この音楽は普通です",1
"このレポートは普通の内容です",1
"この食材は普通です",1
"このアカウントのセキュリティは普通です",1
"このツールは普通に使えるインターフェースです",1
"このサービスは普通の速さです",1
"この経験は普通でした",1
"この会社の評判は普通です",1
"このバッグの品質は普通です",1
"この映画のストーリーは普通です",1
"このウェブサイトは普通の信頼性です",1
"このレストランの衛生状態は普通です",1
"この商品は普通の耐久性です",1
